timestamp,source_id,source_type,source_department,destination_id,destination_type,destination_department,data_volume_mb,transfer_speed_mbps,bandwidth_usage_percent,latency_ms,packet_loss_percent,network_load_percent,active_connections,response_time_ms,queue_length,data_priority,data_classification,access_permission,threat_level,connection_status,route_status,processing_rate,api_requests,database_queries,ai_requests,iot_messages,anomaly_status
2026-08-26T06:12:00Z,Database-01,Database,Finance,AI-Engine,AI,Management,83.91,492.54,26.57,21.88,0.36,23.06,180,40.33,5,Critical,Internal,Employee,Low,Connected,Optimal,530.75,10,229,47,0,Normal
2026-08-26T06:24:00Z,Finance,Department,Finance,Database-01,Database,Finance,60.67,156.26,20.12,25.19,0.3,16.81,127,45.43,4,Low,Internal,Employee,Low,Connected,Optimal,138.3,6,154,4,1,Normal
2026-08-26T06:36:00Z,Server-02,Server,Operations,Database-01,Database,Finance,147.82,250.88,44.94,23.53,0.6,42.98,203,37.27,1,Normal,Internal,Employee,Low,Connected,Optimal,265.36,19,446,10,2,Normal
2026-08-26T06:48:00Z,Server-04,Server,Operations,Database-02,Database,Operations,49.37,695.09,17.47,57.65,0.43,14.47,100,81.52,0,High,Internal,Employee,Low,Connected,Optimal,750.97,17,87,6,3,Normal
2026-08-26T07:00:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,364.2,172.61,70.64,48.77,0.37,62.9,668,79.45,6,Normal,Internal,Employee,Low,Connected,Optimal,171.95,62,95,4,1469,Normal
2026-08-26T07:12:00Z,Finance,Department,Finance,Database-01,Database,Finance,160.11,714.32,46.25,28.57,0.37,44.73,304,46.39,1,High,Confidential,Role-Based,Low,Connected,Optimal,721.59,21,414,8,1,Normal
2026-08-26T07:24:00Z,API-Gateway,API,IT,Server-01,Server,Development,99.62,310.04,33.2,41.02,0.63,30.04,184,69.66,2,Normal,Internal,Employee,Low,Connected,Optimal,294.18,291,9,8,3,Normal
2026-08-26T07:36:00Z,Database-02,Database,Operations,AI-Engine,AI,Management,99.86,288.55,23.5,27.25,0.25,24.06,141,38.78,1,Critical,Internal,Employee,Low,Connected,Optimal,300.84,14,127,105,4,Normal
2026-08-26T07:48:00Z,Server-02,Server,Operations,Database-01,Database,Finance,109.64,101.71,33.35,41.07,0.51,34.83,137,59.13,4,High,Confidential,Role-Based,Low,Connected,Optimal,96.81,54,173,8,6,Normal
2026-08-26T08:00:00Z,Management,Department,Management,AI-Engine,AI,Management,59.32,304.82,84.17,23.02,0.19,94.66,133,67.82,35,Normal,Internal,Employee,High,Degraded,Optimal,258.94,20,14,55,1,Server Overload
2026-08-26T08:12:00Z,AI-Engine,AI,Management,Cloud-01,Cloud,Operations,351.6,586.47,55.33,29.47,0.62,48.26,453,53.78,3,Critical,Internal,Employee,Low,Connected,Optimal,593.93,104,68,286,10,Normal
2026-08-26T08:24:00Z,AI-Engine,AI,Management,Cloud-01,Cloud,Operations,198.09,134.79,44.31,40.87,0.36,44.18,314,74.27,0,Normal,Internal,Employee,Low,Connected,Optimal,136.38,84,49,204,7,Normal
2026-08-26T08:36:00Z,Server-03,Server,IT,Cloud-01,Cloud,Operations,119.27,526.0,37.42,49.14,0.06,40.32,196,70.3,4,Normal,Restricted,Privileged,Low,Connected,Optimal,531.93,37,29,6,8,Normal
2026-08-26T08:48:00Z,Server-02,Server,Operations,Database-01,Database,Finance,354.56,99.68,67.08,43.62,0.24,66.29,371,80.2,4,High,Restricted,Privileged,Low,Connected,Optimal,89.08,36,573,27,14,Normal
2026-08-26T09:00:00Z,Server-02,Server,Operations,Database-02,Database,Operations,297.06,289.72,53.27,48.44,0.39,50.61,397,56.54,2,Normal,Internal,Employee,Low,Connected,Optimal,328.19,43,885,8,7,Normal
2026-08-26T09:12:00Z,Server-01,Server,Development,Database-02,Database,Operations,106.71,448.0,31.58,34.4,0.46,28.52,162,59.07,6,Normal,Confidential,Role-Based,Low,Connected,Optimal,346.74,52,169,3,1,Normal
2026-08-26T09:24:00Z,Server-02,Server,Operations,Database-02,Database,Operations,466.47,184.43,74.18,32.4,0.42,69.16,470,51.18,9,Normal,Internal,Employee,Low,Connected,Optimal,161.37,178,705,50,30,Normal
2026-08-26T09:36:00Z,Development,Department,Development,API-Gateway,API,IT,132.28,443.99,29.5,29.69,0.3,26.2,259,45.11,0,Normal,Internal,Employee,Low,Connected,Optimal,380.31,573,27,15,7,Normal
2026-08-26T09:48:00Z,API-Gateway,API,IT,Server-02,Server,Operations,359.57,105.44,56.26,20.95,0.21,48.81,586,31.58,1,Normal,Internal,Employee,Low,Connected,Optimal,92.01,847,75,36,18,Normal
2026-08-26T10:00:00Z,Security-Hub,Security,IT,Cloud-01,Cloud,Operations,119.63,468.79,27.11,29.21,0.3,22.61,184,33.79,5,Critical,Internal,Employee,Low,Connected,Optimal,432.57,44,18,14,4,Normal
2026-08-26T10:12:00Z,QA,Department,QA,API-Gateway,API,IT,64.0,647.12,23.06,27.54,0.35,19.92,121,45.99,5,High,Internal,Employee,Low,Connected,Optimal,485.95,137,15,7,1,Normal
2026-08-26T10:24:00Z,AI-Engine,AI,Management,Cloud-01,Cloud,Operations,93.42,452.46,31.23,57.57,0.08,32.35,185,78.2,5,Normal,Confidential,Role-Based,Low,Connected,Optimal,406.12,46,22,75,6,Normal
2026-08-26T10:36:00Z,Server-02,Server,Operations,Database-02,Database,Operations,243.26,420.14,51.06,22.97,13.16,44.61,302,27.37,4,Normal,Internal,Employee,High,Degraded,Rerouted,479.19,52,546,32,10,Packet Loss
2026-08-26T10:48:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,493.58,128.99,83.69,55.26,0.05,74.66,773,90.68,7,Normal,Internal,Employee,Low,Connected,Optimal,139.25,126,42,45,3030,Normal
2026-08-26T11:00:00Z,API-Gateway,API,IT,Security-Hub,Security,IT,53.02,694.82,30.31,32.92,0.49,30.32,127,48.34,3,Normal,Internal,Employee,Low,Connected,Optimal,758.05,230,3,7,2,Normal
2026-08-26T11:12:00Z,Server-04,Server,Operations,Database-02,Database,Operations,342.14,671.91,58.88,56.66,0.54,55.86,445,76.41,3,High,Confidential,Role-Based,Low,Connected,Optimal,740.69,138,407,31,22,Normal
2026-08-26T11:24:00Z,Development,Department,Development,API-Gateway,API,IT,613.19,131.62,93.0,92.65,0.28,100,1091,163.76,8,Normal,Confidential,Role-Based,Low,Connected,Optimal,144.05,1275,85,12,32,Normal
2026-08-26T11:36:00Z,Server-03,Server,IT,Cloud-01,Cloud,Operations,86.67,504.3,33.64,47.72,0.28,28.38,123,62.01,5,Normal,Internal,Employee,Low,Connected,Optimal,354.84,20,6,10,4,Normal
2026-08-26T11:48:00Z,Server-01,Server,Development,Database-02,Database,Operations,142.6,166.23,41.9,20.33,0.25,37.62,215,34.96,4,High,Internal,Employee,Low,Connected,Optimal,167.01,18,317,12,1,Normal
2026-08-26T12:00:00Z,API-Gateway,API,IT,Server-03,Server,IT,164.57,539.82,46.63,41.88,0.29,40.87,318,52.26,6,Normal,Internal,Employee,Low,Connected,Optimal,570.04,418,34,6,7,Normal
2026-08-26T12:12:00Z,Database-01,Database,Finance,AI-Engine,AI,Management,213.0,609.83,36.46,51.58,0.57,31.84,346,66.12,5,Normal,Internal,Employee,Low,Connected,Optimal,641.97,88,336,213,4,Normal
2026-08-26T12:24:00Z,Server-03,Server,IT,Cloud-01,Cloud,Operations,100.01,676.98,22.41,31.17,0.21,20.63,203,45.02,0,Normal,Restricted,Privileged,Low,Connected,Optimal,496.12,33,5,3,7,Normal
2026-08-26T12:36:00Z,IoT-Gateway,IoT,Operations,Cloud-01,Cloud,Operations,234.08,281.76,51.37,48.22,0.28,47.5,383,73.6,3,Normal,Internal,Employee,Low,Connected,Optimal,207.25,109,68,7,1084,Normal
2026-08-26T12:48:00Z,Server-02,Server,Operations,Database-02,Database,Operations,517.21,390.16,84.65,52.34,0.29,90.4,614,69.15,9,Normal,Public,Open,Low,Connected,Optimal,390.05,187,750,6,5,Normal
2026-08-26T13:00:00Z,Development,Department,Development,API-Gateway,API,IT,423.38,214.18,70.94,54.66,0.18,65.03,704,96.29,5,High,Internal,Employee,Low,Connected,Optimal,236.66,1187,66,33,8,Normal
2026-08-26T13:12:00Z,Cloud-01,Cloud,Operations,Management,Department,Management,599.34,473.62,85.64,18.33,0.56,88.14,749,31.0,6,Normal,Confidential,Role-Based,High,Connected,Optimal,413.15,95,169,72,26,Traffic Spike
2026-08-26T13:24:00Z,IoT-Gateway,IoT,Operations,Cloud-01,Cloud,Operations,395.52,368.96,64.03,33.48,0.47,57.02,421,47.24,2,Normal,Confidential,Role-Based,Low,Connected,Optimal,288.05,166,116,53,1322,Normal
2026-08-26T13:36:00Z,Server-01,Server,Development,Database-02,Database,Operations,181.96,707.11,38.08,39.23,0.02,33.21,294,53.46,1,Normal,Internal,Employee,Low,Connected,Optimal,740.82,32,527,19,3,Normal
2026-08-26T13:48:00Z,Development,Department,Development,API-Gateway,API,IT,374.69,164.44,61.93,51.26,0.57,66.09,375,82.54,4,High,Confidential,Role-Based,Low,Connected,Optimal,122.8,1269,41,27,1,Normal
2026-08-26T14:00:00Z,Security-Hub,Security,IT,Cloud-01,Cloud,Operations,186.07,174.83,49.27,53.69,0.34,49.38,267,98.36,5,Normal,Confidential,Role-Based,Low,Connected,Optimal,128.27,60,29,25,3,Normal
2026-08-26T14:12:00Z,API-Gateway,API,IT,Server-02,Server,Operations,288.26,437.14,57.77,46.88,0.21,51.45,316,60.57,5,High,Internal,Employee,Low,Connected,Optimal,336.57,661,47,18,12,Normal
2026-08-26T14:24:00Z,Cloud-01,Cloud,Operations,Management,Department,Management,91.54,334.39,25.93,21.04,0.11,25.89,188,34.45,6,Normal,Internal,Employee,Low,Connected,Optimal,271.43,22,16,8,1,Normal
2026-08-26T14:36:00Z,Security-Hub,Security,IT,Cloud-01,Cloud,Operations,42.03,405.61,23.27,47.42,0.17,21.87,106,59.17,3,Low,Confidential,Role-Based,Low,Connected,Optimal,463.27,6,10,2,2,Normal
2026-08-26T14:48:00Z,Server-03,Server,IT,Cloud-01,Cloud,Operations,299.48,263.6,61.15,16.92,0.05,64.49,427,20.98,9,Normal,Public,Open,Low,Connected,Optimal,239.2,50,57,34,9,Normal
2026-08-26T15:00:00Z,Development,Department,Development,API-Gateway,API,IT,500.8,138.1,74.94,33.57,0.19,78.66,504,53.16,4,Normal,Internal,Employee,Low,Connected,Optimal,122.28,1728,32,23,5,Normal
2026-08-26T15:12:00Z,API-Gateway,API,IT,Server-01,Server,Development,641.74,277.15,99.61,93.95,0.52,100,1067,131.66,6,High,Internal,Employee,Low,Connected,Optimal,242.44,1501,83,24,45,Normal
2026-08-26T15:24:00Z,Database-02,Database,Operations,AI-Engine,AI,Management,74.35,840.78,28.6,48.21,0.65,30.69,111,77.6,1,Normal,Confidential,Role-Based,Low,Connected,Optimal,935.59,9,229,58,5,Normal
2026-08-26T15:36:00Z,AI-Engine,AI,Management,Cloud-01,Cloud,Operations,246.2,515.59,55.24,23.4,0.39,56.87,414,41.87,8,Critical,Internal,Employee,Low,Connected,Optimal,491.56,43,73,405,9,Normal
2026-08-26T15:48:00Z,API-Gateway,API,IT,Server-02,Server,Operations,344.05,0,56.14,25.19,100,46.05,631,1355.33,4,Normal,Confidential,Role-Based,High,Failed,Blocked,0,771,77,9,3,Failed Connection
2026-08-26T16:00:00Z,Server-02,Server,Operations,Database-01,Database,Finance,291.02,94.23,58.17,43.81,0.39,52.79,384,80.31,4,Normal,Internal,Employee,Low,Connected,Optimal,79.42,111,647,36,14,Normal
2026-08-26T16:12:00Z,API-Gateway,API,IT,Server-03,Server,IT,320.66,579.91,55.92,46.83,0.2,48.43,327,76.86,1,Normal,Confidential,Role-Based,Low,Connected,Optimal,607.09,1123,30,16,20,Normal
2026-08-26T16:24:00Z,Server-02,Server,Operations,Database-02,Database,Operations,375.88,121.55,64.77,29.91,0.06,58.95,484,47.71,9,High,Confidential,Role-Based,Low,Connected,Optimal,103.45,39,571,37,10,Normal
2026-08-26T16:36:00Z,Database-02,Database,Operations,AI-Engine,AI,Management,253.5,141.57,48.8,33.63,0.12,45.27,467,46.94,3,Normal,Confidential,Role-Based,Low,Connected,Optimal,149.34,83,663,201,9,Normal
2026-08-26T16:48:00Z,AI-Engine,AI,Management,Cloud-01,Cloud,Operations,88.33,85.54,25.47,20.4,0.23,26.77,130,24.53,8,Normal,Restricted,Privileged,Low,Connected,Optimal,94.26,33,13,119,4,Normal
2026-08-26T17:00:00Z,Server-01,Server,Development,Database-01,Database,Finance,94.91,248.82,39.11,33.19,0.36,41.49,169,53.52,1,Normal,Internal,Employee,Low,Connected,Optimal,218.17,30,197,1,0,Normal
2026-08-26T17:12:00Z,QA,Department,QA,API-Gateway,API,IT,294.03,549.78,54.5,20.07,0.14,53.74,561,29.74,8,Normal,Confidential,Role-Based,Low,Connected,Optimal,450.41,1095,43,17,8,Normal
2026-08-26T17:24:00Z,API-Gateway,API,IT,Server-01,Server,Development,111.26,241.47,28.31,51.16,0.37,24.33,207,62.29,5,High,Confidential,Role-Based,Low,Connected,Optimal,214.01,452,11,1,3,Normal
2026-08-26T17:36:00Z,Server-02,Server,Operations,Database-01,Database,Finance,528.08,363.09,91.25,72.61,0.16,81.92,700,126.91,10,Normal,Internal,Employee,Low,Connected,Optimal,414.74,83,1583,36,40,Normal
2026-08-26T17:48:00Z,Management,Department,Management,AI-Engine,AI,Management,58.96,248.73,17.96,19.29,0.45,15.67,134,24.18,2,Normal,Internal,Employee,Low,Connected,Optimal,255.49,24,4,72,2,Normal
2026-08-26T18:00:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,292.4,491.04,45.88,45.42,0.39,46.95,330,56.99,1,Critical,Internal,Employee,Low,Connected,Optimal,367.07,120,72,35,2163,Normal
2026-08-26T18:12:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,181.68,369.5,42.45,35.87,0.12,39.26,302,58.34,2,Normal,Internal,Employee,Low,Connected,Optimal,404.8,68,11,13,789,Normal
2026-08-26T18:24:00Z,API-Gateway,API,IT,Security-Hub,Security,IT,85.39,694.12,95.44,220.17,0.56,90.8,189,67.31,58,High,Internal,Employee,Medium,Connected,Congested,771.2,258,14,6,2,Network Congestion
2026-08-26T18:36:00Z,Development,Department,Development,API-Gateway,API,IT,403.21,91.21,71.94,38.46,0.51,68.8,607,48.91,10,High,Internal,Employee,Low,Connected,Optimal,66.21,765,25,22,6,Normal
2026-08-26T18:48:00Z,API-Gateway,API,IT,Security-Hub,Security,IT,101.65,400.09,39.01,44.61,0.16,36.95,170,81.29,0,Normal,Confidential,Role-Based,Low,Connected,Optimal,326.63,436,7,1,0,Normal
2026-08-26T19:00:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,359.6,165.46,57.84,25.45,0.14,57.23,527,44.68,5,Critical,Confidential,Role-Based,Low,Connected,Optimal,151.12,54,33,41,1481,Normal
2026-08-26T19:12:00Z,Server-02,Server,Operations,Database-02,Database,Operations,386.86,421.11,69.95,30.29,0.58,72.84,545,39.46,5,Normal,Internal,Employee,Low,Connected,Optimal,296.17,193,1173,46,17,Normal
2026-08-26T19:24:00Z,Server-02,Server,Operations,Database-02,Database,Operations,155.51,407.17,37.64,30.12,0.19,34.04,216,48.48,5,Critical,Internal,Employee,Low,Connected,Optimal,319.53,47,245,2,10,Normal
2026-08-26T19:36:00Z,AI-Engine,AI,Management,Cloud-01,Cloud,Operations,179.63,242.78,34.42,17.07,0.33,30.87,346,24.46,2,Critical,Confidential,Role-Based,Low,Connected,Optimal,207.44,69,39,238,6,Normal
2026-08-26T19:48:00Z,IoT-Gateway,IoT,Operations,Cloud-01,Cloud,Operations,129.18,290.75,28.81,43.62,0.37,25.83,208,72.79,0,High,Internal,Employee,Low,Connected,Optimal,322.93,61,35,12,531,Normal
2026-08-26T20:00:00Z,API-Gateway,API,IT,Server-01,Server,Development,389.37,233.49,73.45,39.24,0.38,69.08,429,46.6,4,Normal,Internal,Employee,Low,Connected,Optimal,183.88,840,85,30,12,Normal
2026-08-26T20:12:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,109.48,525.87,29.52,57.46,0.58,31.78,150,100.77,0,Normal,Internal,Employee,Low,Connected,Optimal,446.82,54,14,1,575,Normal
2026-08-26T20:24:00Z,API-Gateway,API,IT,Server-01,Server,Development,353.1,298.06,55.91,48.98,0.51,47.73,493,71.05,1,Low,Internal,Employee,Low,Connected,Optimal,306.65,1641,96,38,15,Normal
2026-08-26T20:36:00Z,Development,Department,Development,API-Gateway,API,IT,64.45,383.45,21.93,52.83,0.21,18.57,125,72.08,2,Low,Public,Open,Low,Connected,Optimal,432.08,204,11,5,2,Normal
2026-08-26T20:48:00Z,Server-04,Server,Operations,Database-02,Database,Operations,67.2,815.42,27.02,47.5,0.12,28.53,147,55.27,3,Normal,Public,Open,Low,Connected,Optimal,755.96,10,169,7,2,Normal
2026-08-26T21:00:00Z,Server-03,Server,IT,Cloud-01,Cloud,Operations,440.05,502.68,47.82,18.01,0.08,49.61,247,22.18,11,Critical,Restricted,Denied,Critical,Degraded,Rerouted,510.65,80,97,4,14,Suspicious Traffic
2026-08-26T21:12:00Z,QA,Department,QA,API-Gateway,API,IT,72.05,548.14,31.4,33.59,0.59,29.92,142,45.28,3,Normal,Confidential,Role-Based,Low,Connected,Optimal,588.8,340,10,4,0,Normal
2026-08-26T21:24:00Z,Server-02,Server,Operations,Database-01,Database,Finance,183.62,363.59,41.04,25.85,0.02,34.61,221,40.12,0,Normal,Restricted,Privileged,Low,Connected,Optimal,382.05,23,467,23,9,Normal
2026-08-26T21:36:00Z,Server-01,Server,Development,Database-02,Database,Operations,119.1,291.36,25.43,50.15,0.57,26.48,183,81.44,1,High,Confidential,Role-Based,Low,Connected,Optimal,205.22,18,285,6,8,Normal
2026-08-26T21:48:00Z,Cloud-01,Cloud,Operations,Management,Department,Management,29.34,649.22,20.29,30.39,0.08,18.74,76,52.73,2,High,Internal,Employee,Low,Connected,Optimal,577.66,13,2,0,1,Normal
2026-08-26T22:00:00Z,Security-Hub,Security,IT,Cloud-01,Cloud,Operations,57.5,182.75,33.41,36.27,0.37,31.21,121,61.5,0,High,Confidential,Role-Based,Low,Connected,Optimal,201.26,16,9,7,2,Normal
2026-08-26T22:12:00Z,Development,Department,Development,API-Gateway,API,IT,140.59,67.91,42.78,38.04,0.49,43.13,192,69.2,0,High,Internal,Employee,Low,Connected,Optimal,68.57,513,22,14,5,Normal
2026-08-26T22:24:00Z,Server-04,Server,Operations,Database-02,Database,Operations,84.52,208.7,35.18,53.47,0.4,28.96,185,80.41,0,Normal,Confidential,Role-Based,Low,Connected,Optimal,176.2,19,139,6,3,Normal
2026-08-26T22:36:00Z,API-Gateway,API,IT,Security-Hub,Security,IT,65.3,164.31,25.96,40.07,0.07,24.65,115,73.58,2,High,Public,Open,Low,Connected,Optimal,144.85,124,12,7,4,Normal
2026-08-26T22:48:00Z,Cloud-01,Cloud,Operations,Management,Department,Management,53.53,765.61,26.65,43.49,0.3,24.21,125,74.88,3,High,Internal,Employee,Low,Connected,Optimal,782.83,13,8,1,2,Normal
2026-08-26T23:00:00Z,Development,Department,Development,API-Gateway,API,IT,90.07,339.73,35.38,39.0,0.25,29.99,191,58.3,0,High,Confidential,Role-Based,Low,Connected,Optimal,300.37,230,8,2,6,Normal
2026-08-26T23:12:00Z,API-Gateway,API,IT,Server-01,Server,Development,178.56,138.2,37.86,47.8,0.04,37.28,306,59.09,5,Normal,Internal,Employee,Low,Connected,Optimal,156.68,323,41,14,6,Normal
2026-08-26T23:24:00Z,Server-02,Server,Operations,Database-02,Database,Operations,165.31,454.75,46.54,45.06,0.12,48.03,202,72.55,2,Normal,Internal,Employee,Low,Connected,Optimal,498.69,44,383,16,3,Normal
2026-08-26T23:36:00Z,API-Gateway,API,IT,Server-01,Server,Development,73.34,229.44,33.43,21.8,0.4,93.41,137,91.06,87,High,Internal,Employee,High,Degraded,Optimal,231.5,334,6,7,5,API Overload
2026-08-26T23:48:00Z,Management,Department,Management,AI-Engine,AI,Management,40.55,577.92,27.73,47.95,0.37,26.94,108,78.98,1,High,Confidential,Role-Based,Low,Connected,Optimal,543.39,18,6,20,0,Normal
2026-08-27T00:00:00Z,API-Gateway,API,IT,Security-Hub,Security,IT,15.24,147.84,16.66,48.99,0.64,16.63,53,58.47,1,Normal,Internal,Employee,Low,Connected,Optimal,133.6,55,3,1,0,Normal
2026-08-27T00:12:00Z,Server-03,Server,IT,Cloud-01,Cloud,Operations,63.84,429.04,32.13,45.24,0.45,26.74,117,65.21,0,High,Confidential,Role-Based,Low,Connected,Optimal,486.8,7,15,2,4,Normal
2026-08-27T00:24:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,99.06,170.66,33.49,45.8,0.25,32.58,192,58.97,2,Normal,Restricted,Privileged,Low,Connected,Optimal,125.18,48,23,2,317,Normal
2026-08-27T00:36:00Z,API-Gateway,API,IT,Server-02,Server,Operations,70.61,140.72,33.84,16.24,0.31,36.0,104,29.23,1,Normal,Confidential,Role-Based,Low,Connected,Optimal,138.11,305,8,7,3,Normal
2026-08-27T00:48:00Z,QA,Department,QA,API-Gateway,API,IT,91.34,478.41,38.37,37.87,0.51,33.05,164,54.24,0,High,Internal,Employee,Low,Connected,Optimal,398.09,424,18,6,4,Normal
2026-08-27T01:00:00Z,Database-02,Database,Operations,AI-Engine,AI,Management,77.57,190.91,25.69,26.09,0.42,27.2,124,30.74,6,High,Internal,Employee,Low,Connected,Optimal,202.04,11,125,111,0,Normal
2026-08-27T01:12:00Z,Server-02,Server,Operations,Database-01,Database,Finance,160.05,287.51,38.68,36.45,0.2,38.27,228,44.01,8,High,Internal,Employee,Low,Connected,Optimal,282.37,29,377,6,8,Normal
2026-08-27T01:24:00Z,AI-Engine,AI,Management,Cloud-01,Cloud,Operations,54.06,510.09,32.41,47.14,0.29,33.46,90,76.85,6,Low,Confidential,Role-Based,Low,Connected,Optimal,365.76,6,5,44,0,Normal
2026-08-27T01:36:00Z,AI-Engine,AI,Management,Cloud-01,Cloud,Operations,153.1,289.01,36.79,32.99,0.21,33.89,192,38.07,2,High,Public,Open,Low,Connected,Optimal,312.62,37,26,134,8,Normal
2026-08-27T01:48:00Z,Server-02,Server,Operations,Database-02,Database,Operations,69.04,526.42,25.28,50.53,0.03,21.76,113,84.52,1,High,Confidential,Role-Based,Low,Connected,Optimal,438.37,24,117,8,5,Normal
2026-08-27T02:00:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,131.66,509.67,26.26,52.74,0.1,21.82,224,75.2,0,Normal,Confidential,Role-Based,Low,Connected,Optimal,523.27,24,36,15,488,Normal
2026-08-27T02:12:00Z,API-Gateway,API,IT,Database-01,Database,Finance,141.63,163.97,29.33,155.07,0.37,93.33,261,272.6,49,Normal,Internal,Employee,High,Degraded,Optimal,184.98,406,345,5,3,Database Overload
2026-08-27T02:24:00Z,QA,Department,QA,API-Gateway,API,IT,38.4,450.11,20.59,43.7,0.45,17.7,92,74.96,3,Normal,Confidential,Role-Based,Low,Connected,Optimal,459.33,142,4,2,2,Normal
2026-08-27T02:36:00Z,API-Gateway,API,IT,Server-03,Server,IT,80.24,356.32,33.73,36.45,0.08,33.32,116,49.08,2,High,Confidential,Role-Based,Low,Connected,Optimal,280.92,321,16,8,5,Normal
2026-08-27T02:48:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,129.06,442.62,36.16,48.31,0.15,30.0,184,85.78,0,Normal,Internal,Employee,Low,Connected,Optimal,487.39,43,34,3,710,Normal
2026-08-27T03:00:00Z,QA,Department,QA,API-Gateway,API,IT,55.94,109.86,21.12,56.49,0.64,21.08,126,70.51,1,Normal,Internal,Employee,Low,Connected,Optimal,104.87,247,4,5,4,Normal
2026-08-27T03:12:00Z,Development,Department,Development,API-Gateway,API,IT,158.53,163.89,34.09,25.83,0.44,32.55,293,36.72,7,Low,Internal,Employee,Low,Connected,Optimal,122.34,745,33,7,9,Normal
2026-08-27T03:24:00Z,Server-02,Server,Operations,Database-02,Database,Operations,112.27,255.7,30.5,40.68,0.58,25.63,164,74.48,0,Normal,Internal,Employee,Low,Connected,Optimal,273.02,26,301,14,0,Normal
2026-08-27T03:36:00Z,IoT-Gateway,IoT,Operations,Server-02,Server,Operations,98.56,172.72,31.28,27.79,0.11,26.93,180,47.86,1,Normal,Internal,Employee,Low,Connected,Optimal,173.38,28,19,9,498,Normal
2026-08-27T03:48:00Z,API-Gateway,API,IT,Server-01,Server,Development,54.66,304.72,19.09,37.53,0.58,16.38,95,67.39,0,Normal,Internal,Employee,Low,Connected,Optimal,346.21,202,14,5,3,Normal
2026-08-27T04:00:00Z,IoT-Gateway,IoT,Operations,Cloud-01,Cloud,Operations,44.49,491.78,23.91,36.23,0.15,22.16,83,56.44,2,Normal,Internal,Employee,Low,Connected,Optimal,495.97,20,8,0,217,Normal
2026-08-27T04:12:00Z,Finance,Department,Finance,Database-01,Database,Finance,14.68,493.3,28.16,44.74,0.54,27.52,53,79.69,0,Normal,Confidential,Role-Based,Low,Connected,Optimal,463.28,5,18,1,1,Normal
2026-08-27T04:24:00Z,Server-02,Server,Operations,Database-01,Database,Finance,30.44,472.76,25.93,34.12,0.28,27.16,84,49.49,5,High,Internal,Employee,Low,Connected,Optimal,502.11,14,84,2,1,Normal
2026-08-27T04:36:00Z,API-Gateway,API,IT,Server-02,Server,Operations,150.42,487.76,29.85,41.13,0.36,26.48,174,68.71,1,Low,Internal,Employee,Low,Connected,Optimal,455.52,440,15,17,4,Normal
2026-08-27T04:48:00Z,QA,Department,QA,API-Gateway,API,IT,62.35,521.34,22.31,257.09,0.37,21.84,149,408.84,2,Normal,Internal,Employee,High,Connected,Congested,500.46,257,9,1,4,High Latency
2026-08-27T05:00:00Z,HR,Department,HR,Server-01,Server,Development,19.15,686.3,29.42,20.21,0.34,30.14,69,31.93,5,High,Public,Open,Low,Connected,Optimal,600.58,6,4,2,0,Normal
2026-08-27T05:12:00Z,Server-02,Server,Operations,Database-02,Database,Operations,40.08,199.8,21.56,41.58,0.47,22.9,88,66.91,0,Low,Confidential,Role-Based,Low,Connected,Optimal,155.62,11,44,4,2,Normal
2026-08-27T05:24:00Z,Server-02,Server,Operations,Database-01,Database,Finance,63.05,405.48,26.88,45.33,0.4,26.75,115,72.92,8,Critical,Internal,Employee,Low,Connected,Optimal,334.19,16,153,3,1,Normal
2026-08-27T05:36:00Z,Development,Department,Development,API-Gateway,API,IT,148.79,464.64,38.04,46.5,0.37,36.96,218,80.02,4,Normal,Internal,Employee,Low,Connected,Optimal,326.22,345,26,12,5,Normal
2026-08-27T05:48:00Z,API-Gateway,API,IT,Server-03,Server,IT,36.08,397.47,19.04,38.59,0.52,16.85,84,54.57,7,Normal,Internal,Employee,Low,Connected,Optimal,338.98,148,7,4,2,Normal
2026-08-27T06:00:00Z,Server-01,Server,Development,Database-02,Database,Operations,45.03,376.23,29.69,25.26,0.46,30.52,95,35.29,0,Normal,Internal,Employee,Low,Connected,Optimal,330.9,17,80,3,0,Normal
2026-08-27T06:12:00Z,API-Gateway,API,IT,Server-03,Server,IT,48.44,434.08,19.2,47.34,0.61,16.69,113,62.22,0,Normal,Internal,Employee,Low,Connected,Optimal,348.63,208,12,2,3,Normal
2026-08-27T06:24:00Z,HR,Department,HR,Server-01,Server,Development,12.07,814.28,20.34,16.28,0.56,21.75,58,22.95,0,High,Internal,Employee,Low,Connected,Optimal,670.67,2,2,0,0,Normal
2026-08-27T06:36:00Z,Database-02,Database,Operations,AI-Engine,AI,Management,28.8,495.55,21.13,55.47,0.03,19.23,86,93.91,6,Normal,Internal,Employee,Low,Connected,Optimal,462.44,6,32,39,0,Normal
